file,status,reason,word_count,alpha_ratio,symbol_ratio,digit_ratio,unique_token_ratio,repeat_token_ratio,avg_token_len,strict_lang,preview
data\whisper_transcriptions\Elvin Brandhi - Tropik 107047.txt,kept,,11,0.7273,0.0727,0.0,1.0,0.0909,3.6364,unknown,It's so stupid like we ever had a choice on edge But...
data\whisper_transcriptions\Elvis Herod - CHICKEN FEET _58170_.txt,dropped,boilerplate_or_non_lyrics,14,0.8556,0.0,0.0,1.0,0.0714,5.5,unknown,Sakura Higumi Jimny MEXICUM Palpviled BZT DANS Remember To Which Politik is Subscribe What
data\whisper_transcriptions\Elvis Herod - CHICKEN INTRODUCTION 58166.txt,dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,4.0,unknown,We'll be right back.
data\whisper_transcriptions\Elvis Herod - CHICKEN INTRODUCTION _58166_.txt,dropped,boilerplate_or_non_lyrics,4,0.7333,0.0333,0.0667,1.0,0.25,5.25,unknown,Body x 10 Thanks for watching!
data\whisper_transcriptions\Elvis Herod - CHICKEN OVERTURE 58162.txt,dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,4.0,unknown,We'll be right back.
data\whisper_transcriptions\Elvis Herod - CHICKEN OVERTURE _58162_.txt,dropped,too_short(<6_words),4,0.8,0.08,0.0,1.0,0.25,5.0,unknown,Creau de ceapte жiresant.
data\whisper_transcriptions\Elvis Herod - DREAMS REALLY DO COME TRUE 58161.txt,kept,,95,0.7286,0.0577,0.0,0.4632,0.0842,3.5684,unknown,"It's just that I like to shit before I go. You like to shit before you go to the dentist? Yeah. I like to shit before I go out. I was actually just going to go for a shit when you rang. What, in the car? No. In my house. Or beside the car. And then w"
data\whisper_transcriptions\Elvis Herod - SHELLEY PARKER QUEEN OF NEPAL 58169.txt,dropped,too_short(<6_words),4,0.8333,0.0,0.0,1.0,0.25,3.75,unknown,Queen of the Bulls
data\whisper_transcriptions\Elvis Herod - UNRAVEL BACKWARDS BUT NOT UPSIDE DOWN 58174.txt,kept,,13,0.7021,0.0957,0.0106,0.8462,0.2308,4.3846,unknown,I'm a liarziel meu P4 Aible Amальное I'm a liar I'm menu Eu corro mesmo Eu pronto Eu realmente
data\whisper_transcriptions\Emanuele Costantini - ITA Meda - Milano - Ambience Ext Italy Birds Children IRCA 79975.txt,kept,,61,0.7849,0.0291,0.0,0.8525,0.0492,4.3607,unknown,"Ambire solchen For the Agreement of Palmos Rot separation This is the beast Hey girls! We are going right now,理解 at her. So. These four are three eyes. When she started reading these two they were a serious chronicGoof can make a baby C Shaftalle inü"
data\whisper_transcriptions\Emanuele Costantini - ITA Meda - Milano - Ambience Ext Italy Traffic Passing By Holcim 79977.txt,kept,,10,0.8824,0.0118,0.0,0.9,0.2,7.5,unknown,segurcoming dark Williamstedt expired carpet scheduled Christmas Christmas Thank you.
data\whisper_transcriptions\Emanuele Costantini - ITA Meda - Milano - Ambience Ext Italy Traffic Rondo Bennet 79978.txt,kept,,9,0.7895,0.0,0.0,0.8889,0.2222,3.3333,unknown,mau go omg oh oh hey Full power Crisis
data\whisper_transcriptions\Emerald Park - Reality Bites 65755.txt,kept,,45,0.757,0.0327,0.0,0.5778,0.1111,3.5556,unknown,"Where are you now? Where are you now? Where are you now? This song's alive, this song is alive Here on an airplane I'll appear on the wind And if you do ignore me I will sing you by the line I'll appear on the line"
data\whisper_transcriptions\Emerald Park - Reality Bites _65755_.txt,kept,,41,0.7462,0.0457,0.0,0.6341,0.122,3.561,unknown,"Where are you now? Where are you now? Where are you now? The song's still alive, the song is alive Here, on an airplane, I'll appear on the wind And if you do ignore me, I will sing you by the land"
data\whisper_transcriptions\Emil Klotzsch - König in Thule 74347.txt,kept,,19,0.7619,0.0667,0.0,0.5263,0.2105,4.1053,unknown,"Die Augen, die Augen täten im Sinken, krank nie einen Tropfen mehr. Die Augen, die Augen täten im Sinken,"
data\whisper_transcriptions\Emil Klotzsch - König in Thule _74347_.txt,dropped,low_alpha_ratio_gibberish,7,0.4921,0.4127,0.0,0.8571,0.2857,4.4286,unknown,你遥根你遥根拆 legal gun visual gun deniyoH伊棄看来的是首份有秘密生把她 tried字幕by索兰娅
data\whisper_transcriptions\Empathik - Que Le Hip-Hop Renaisse 12531.txt,kept,,91,0.7732,0.052,0.0037,0.7582,0.0549,4.4945,unknown,"Au cause à 9-3-S-K-A Le hip-hop renaît Sans prétention, sans corruption, ni susage Ouais gars, qu'est-ce qu'il y a ? Le rap doit renaître, retrouver son essence Qui est de transmettre un message avec aisance Lis les meufs et la maille, les belles seu"
data\whisper_transcriptions\Emperors of Blefuscu - Savage Customs 67359.txt,kept,,6,0.8148,0.0,0.0,0.8333,0.3333,3.6667,unknown,The Miners sleep by the day
data\whisper_transcriptions\Entertainment for the Braindead - Animals 16158.txt,kept,,39,0.7447,0.0532,0.0,0.6923,0.1026,3.6923,unknown,"Oh, hi, to curl up and sleep my life away It always tends to be that way The dorm house and me gets pretty tired Don't you worry, don't you, my friend Don't you worry, don't you, my friend"
data\whisper_transcriptions\Entertainment for the Braindead - Solitude 74546.txt,dropped,too_short(<6_words),3,0.8125,0.0625,0.0,1.0,0.3333,4.0,unknown,Chima fueuşm VER
data\whisper_transcriptions\Ergo Phizmiz - Busby Berkeley 22472.txt,kept,,57,0.7685,0.0482,0.0,0.6667,0.1404,4.2105,unknown,"Everywhere you go you see the arms of the town of the sea. What's the usage of the street? Usage, usage of the leaves, swimming with sea. Must be lovely, in a shirt sleeve, Darsie and Dilly Dilly. Ginger Rogers, won't you take off your clothes and da"
data\whisper_transcriptions\Ergo Phizmiz - Celia 22480.txt,kept,,34,0.7697,0.0281,0.0,0.6471,0.1176,3.9412,unknown,"Oh, you're quite a lovely bunny and I find it very funny when you call and in your chamber for I'd love to tear your clothes off, love to tear your clothes off, love to tear your"
data\whisper_transcriptions\Ergo Phizmiz - Florence and the Machine 46043.txt,kept,,28,0.8333,0.0167,0.0,0.6071,0.1429,5.4286,unknown,RUNNING RUNNING RUNNING Drive straight fingers into the young person's face and then quickly drive the straightened fingers of the same hand downwards into the young person's face.
data\whisper_transcriptions\Ergo Phizmiz - Gigglestick 61591.txt,kept,,109,0.7737,0.0193,0.0,0.7156,0.0642,4.0092,unknown,Tonight I'm still like pink sky purple In this bad way to jump in all the hurdles And it's new Pacific Forgot the prescription Bunch of the dick And nothing that you need to chip it Cause I don't know if there's a key My pockets are broke alone Spock
data\whisper_transcriptions\Ergo Phizmiz - Gigglestick _61591_.txt,kept,,110,0.7672,0.0302,0.0,0.7,0.0909,4.0909,unknown,"I said that I did it like pink sky purple I'm just rat racing, jumping all the hurdles And it's me, the stiff thing Forgot the description, wanted a dip And then the beauty ship, I threw the bomb As the king of boxers I broke along So I could cop on "
data\whisper_transcriptions\Ergo Phizmiz - John the Baby 22474.txt,kept,,24,0.8031,0.0079,0.0,0.9167,0.0833,4.25,unknown,through my hair and there is where don't forget to put the eggs inside your legs shawl of a spoon and capitated uncle John John
data\whisper_transcriptions\Ergo Phizmiz - Medicine Goes Down 61592.txt,dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,4.0,unknown,We'll be right back.
data\whisper_transcriptions\Ergo Phizmiz - Monkeystage 22477.txt,kept,,19,0.7961,0.0,0.0,0.9474,0.1053,4.1579,unknown,It was quite a funny evening With a monkey in a rage on the stage And the dancers were appalled when he
data\whisper_transcriptions\Ergo Phizmiz - On My Mind _22475_.txt,dropped,too_short(<6_words),4,0.8125,0.0,0.0,1.0,0.25,3.25,unknown,thing on my mind
data\whisper_transcriptions\Ergo Phizmiz - Sexy Party 24963.txt,kept,,11,0.7143,0.125,0.0,0.6364,0.2727,3.8182,unknown,bricks add yourебite小 camp camp camp Let's go. Let's go.
data\whisper_transcriptions\Ergo Phizmiz - Singing in the Raindrops Keep 24983.txt,kept,,7,0.8205,0.0256,0.0,1.0,0.1429,4.7143,unknown,The glorious day when we're happy again
data\whisper_transcriptions\Ergo Phizmiz - Something Dirty 22478.txt,kept,,48,0.7905,0.0079,0.0,0.7292,0.1042,4.0833,unknown,"Vesuvius of your penetrating heart And in the dark I found the night That merged with the shutter to the right Over where they have a chair Well a man, he turned to look And what he saw was something very dirty on the floor Well a man, he turned to l"
data\whisper_transcriptions\Ergo Phizmiz - The Meaning of Christmas 57939.txt,kept,,91,0.7988,0.0199,0.0,0.6923,0.1319,4.3956,unknown,"between the samovar and the fire, which is trying its hardest to maintain its hot soul against the relentless cold. The rabbit, the fox and the effeminate bear explain that they had been sent to visit her by two wise men and one idiot, who informed h"
data\whisper_transcriptions\Ergo Phizmiz - The Sandman 22481.txt,dropped,too_short(<6_words),3,0.8421,0.0,0.0,1.0,0.3333,5.0,unknown,SLEEPING WITH A PIG
data\whisper_transcriptions\Eric & Magill - All Those I Know 87185.txt,kept,,28,0.7481,0.0458,0.0,0.5,0.1429,3.5714,unknown,Right now It's true of me and call my career It's a super-sad one time It's true of me and call my career It's a super-sad one time
data\whisper_transcriptions\Eric & Magill - Birthdays Are Important 87194.txt,kept,,27,0.7704,0.0296,0.0,0.7407,0.0741,3.963,unknown,You've got a new york belt Oh and here's to the feelings you feel And the feelings that you felt Oh here's to another It's all it comes
"data\whisper_transcriptions\Eric & Magill - Gentle, Polite 87192.txt",kept,,32,0.7989,0.023,0.0,0.8438,0.0625,4.3438,unknown,"Made out of gold How apart have we all grown? We're apart Such gentle, polite Well-minded girls Should get what they like Should get the world Such a beautiful and nice world"
data\whisper_transcriptions\Eric & Magill - I Hear Trumpets 87190.txt,dropped,too_short(<6_words),4,0.7895,0.0526,0.0,1.0,0.25,3.5,unknown,I'll leave you much
data\whisper_transcriptions\Eric & Magill - Old Man Winter 87193.txt,kept,,10,0.717,0.0755,0.0,0.5,0.2,3.4,unknown,"For the young, I'm too old For the young, I'm too old"
data\whisper_transcriptions\Eric & Magill - Pontoon Boats 87191.txt,kept,,8,0.8444,0.0,0.0,1.0,0.125,4.75,unknown,public Needs both Mean happiness That we must
data\whisper_transcriptions\Eric & Magill - Should We All Wake Up 87187.txt,kept,,33,0.8012,0.0,0.0,0.7576,0.0606,4.0,unknown,With nothing but our love That should be enough That should be enough Open road Would you find somewhere to lead And keep me moving on And push me if I need Open road
data\whisper_transcriptions\Eric & Magill - Vegetable Gardeners 87189.txt,kept,,15,0.8,0.0267,0.0,0.7333,0.2,4.0,unknown,"My days were given in-house on computer Always me, yeah Always me Always me"
data\whisper_transcriptions\Eric & Magill - You Make It So Good 87186.txt,kept,,41,0.7619,0.0265,0.0,0.6098,0.0976,3.5366,unknown,"Hanging out, out of the room Can you smell yourself? So sweet, so sweet In an air, out of the room Hanging out of the room Something in the way It all was It's best to find you In your name"
"data\whisper_transcriptions\Eric Boros & Fritz Welch - Taylor Swift, Yeah! 131024.txt",dropped,tokens_too_short_gibberish,6,0.7037,0.0741,0.0,1.0,0.1667,2.8333,unknown,I'm going to be on the way.
data\whisper_transcriptions\Eric Boros - The Wreck Of The Edmund Fitzgerald 51479.txt,dropped,too_short(<6_words),5,0.7917,0.0417,0.0,1.0,0.2,4.0,unknown,The feel free here Gia's
data\whisper_transcriptions\Eric Eckhart plus Salonband - The One 86623.txt,kept,,33,0.7849,0.0058,0.0,0.8485,0.0909,4.0,unknown,With my heart They'll never know But I know How you saved me You were the one From the start When I was young And life was lonely I traveled each unlucky road I bet for you
data\whisper_transcriptions\Eric Lindley - Carnival 33049.txt,kept,,24,0.7778,0.0347,0.0,0.9167,0.0833,4.625,unknown,"I just can't keep up Phone your grandparents and tell them that I love their carpet It's something that I never said, and God, I hope it doesn't"
data\whisper_transcriptions\Eric Lindley - It's Funny 33050.txt,kept,,46,0.788,0.0389,0.0,0.913,0.0435,4.8261,unknown,"A seven dollar tablecloth, it's periodic breathing, I had never thought to come here. I always hated outings, so there weren't plans to go. You brace your elbows in the sand, and I control my distant hands with puppeting skill. It's funny how your gl"
data\whisper_transcriptions\Eric Lindley - It's Funny _33050_.txt,kept,,43,0.7854,0.0307,0.0038,0.907,0.0465,4.7442,unknown,"A $7 tablecloth, it's periodic braiding, I have never thought to come here I always hated outings, so there weren't plans to go You braze your elbows in the sand and I control my distance with poppin' and skill It's funny how your glassy eyes were re"
data\whisper_transcriptions\Erick Gallun & Chris Stecker (Brain Science) - Bicycle Fascism 120111.txt,kept,,88,0.7942,0.0272,0.0,0.7614,0.0682,4.6023,unknown,The critical mass people are in the car. And the problem is I'm not sure that you can come up with a solution that's good for both sides. There are other ways to accomplish this than staging it. A bicycle demonstration on the edge of peak commuter ho
data\whisper_transcriptions\Erick Gallun - calm _119369_.txt,kept,,33,0.7865,0.0312,0.0,0.697,0.1515,4.5152,unknown,Suppose the beam isoman. Suppose the strong point moves there. Suppose that the enemy is in the enemy's way. Suppose that an image is appear. panting p immense p is only the average for a man.
data\whisper_transcriptions\Ersatz - Worm Fortress 145058.txt,kept,,19,0.7959,0.0102,0.0,0.9474,0.1053,4.0,unknown,Break it down I'm fine though So breathe and breathe The universe of light all day Let me never go
data\whisper_transcriptions\Eszter Balint - All You Need 122934.txt,kept,,9,0.7045,0.1136,0.0,0.6667,0.3333,3.4444,unknown,"Yeah, man, you got all you need. Yeah! Yeah!"
data\whisper_transcriptions\Eszter Balint - Exit at 63 122936.txt,kept,,26,0.7817,0.0352,0.0,0.8846,0.0769,4.3846,unknown,"Now it's me Oh, memories Now it's his mind The most true he's ever been Things are disappearing He's a child again City lights flicker One day"
data\whisper_transcriptions\Eszter Balint - Long Gone 122932.txt,kept,,16,0.7789,0.0316,0.0,0.75,0.125,4.375,unknown,I'm all alone Walking up hell On a beautiful marble road It's long gone Long gone I'm all alone
data\whisper_transcriptions\et_ - The agency of missing hearts 55717.txt,kept,,8,0.7174,0.1304,0.0,1.0,0.125,4.0,unknown,Hутствian Good night! Listen to me stand Trude
data\whisper_transcriptions\ETHX - Wondering Why (Featuring Nate Mezmer and Janice Bailon) 22091.txt,kept,,73,0.7831,0.0265,0.0,0.8082,0.0411,4.3562,unknown,"Together with the ones you love most She offers up a smile, raises up a glass Thinking to herself, maybe this time at last But take a closer look, see pollution imbued A sunny day in SoCal, the sky seemed blue But in the haze, all them colors blurred"
data\whisper_transcriptions\Eva-Maria Houben - three lullabies 1 46718.txt,dropped,too_short(<6_words),4,0.8333,0.0417,0.0,1.0,0.25,5.0,unknown,Thank you for listening.
data\whisper_transcriptions\Eva-Maria Houben - three lullabies 2 46720.txt,dropped,boilerplate_or_non_lyrics,7,0.825,0.075,0.0,1.0,0.1429,4.7143,unknown,"For more information, visit www.fema.org"
data\whisper_transcriptions\Every Now and Every Then - Bergwald Bergwald 138061.txt,dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,4.0,unknown,We'll be right back.
data\whisper_transcriptions\Every Now and Every Then - Bergwald Bergwald _138061_.txt,dropped,low_token_diversity,9,0.7297,0.0541,0.0,0.3333,0.3333,3.0,unknown,"Now we know, now we know, now we know"
data\whisper_transcriptions\Every Now and Every Then - One Knife 138060.txt,dropped,too_short(<6_words),5,0.72,0.12,0.0,0.8,0.4,3.8,unknown,"It's me, tears, and tears"
data\whisper_transcriptions\Evil Sword - Goblin King 96718.txt,kept,,31,0.7989,0.0172,0.0,0.7742,0.1613,4.4516,unknown,Goblin Goblin What have you done? Set that house on fire for fun Catch a light yourself and burn Goblin Goblin's never learn Goblin Goblin What have you ate? It was a deletit
data\whisper_transcriptions\Evils That Never Came - The Watchers 77572.txt,kept,,49,0.8007,0.0142,0.0,0.5918,0.1224,4.5102,unknown,"Some fancy calls, somebody called to let them know there was trouble afoot Watch me now, watch me with a backpack flamethrower Watch me like the blades of a fan blowing, sand in your eyes Watch me now, watch me with a backpack flamethrower Watch me l"
data\whisper_transcriptions\Expwy - 12 - Tumble to the grass below 72738.txt,dropped,boilerplate_or_non_lyrics,9,0.7708,0.0625,0.0,1.0,0.1111,4.2222,unknown,"Welcome to the podcast, and we'll be right back."
data\whisper_transcriptions\EZTV - There Goes My Girl 133632.txt,kept,,19,0.7879,0.0303,0.0,0.8947,0.1053,4.2632,unknown,Say you're coming back or we'll be gone So good hand Everything was changing So now you'll be alive
data\whisper_transcriptions\Fabryka - Dismissal 41568.txt,kept,,28,0.7554,0.036,0.0,0.8929,0.0714,3.7857,unknown,"I took in one dismissal Be out of there It's not my fair And now Don't touch me, don't kiss me, please Tonight I told you why And after all"
data\whisper_transcriptions\Fake Cats Project - Fake Cats Project Robs Rachmaninoff 146988.txt,kept,,11,0.6866,0.0746,0.0597,1.0,0.0909,4.3636,unknown,1. We're going to cut 4isser 6-5 havia Nicolas We'll be right back.
data\whisper_transcriptions\Fake Cats Project - Sad Songs Pt.II - Unverklaerte Nacht 124518.txt,kept,,7,0.75,0.1,0.0,1.0,0.1429,4.4286,unknown,Not sure if they're登録 just the training.
data\whisper_transcriptions\Falcao and Monashee - Fighting Challenge 29480.txt,kept,,31,0.7707,0.0637,0.0,0.4194,0.1935,3.8387,unknown,"Badda-da-da, badda-da-da, badda-da-da Badding was so old, terrible I got some tips of lonely days Badding was so old, terrible I got some tips of lonely days"
data\whisper_transcriptions\Fallen Leaves - Days of Summer 3624.txt,kept,,37,0.7851,0.0372,0.0,0.4865,0.1892,4.8649,unknown,"I'm like one photographing a broken bar I said Whoa, großen Should have known better I said Whoa, großen Now I should have forgetful I said whoa, whoa, whoa, whoa I should have known better I said whoa, whereas I should forgetful Ted remember"
data\whisper_transcriptions\Fallen to Flux - Disenchanted 114201.txt,kept,,38,0.7662,0.0249,0.0,0.7895,0.1053,3.8947,unknown,"I'm getting stronger the longer I fall Cause I'm suffering in silence The bottom won't help me at all I know I am destined to play so Save me So if you hear my song, save me Save me, breathe in with it"
"data\whisper_transcriptions\Fallen to Flux - From The Outside, Looking In 114198.txt",kept,,41,0.7936,0.0046,0.0,0.8049,0.0732,4.1463,unknown,Till our minds are so dispensed And I see this growth growth Just wait till it turns to feel like it's alive And I see this nightmare From the outside I get in I struggle to survive There must be more to live Than this
data\whisper_transcriptions\Fallen to Flux - Relapse 114200.txt,dropped,too_short(<6_words),3,0.7333,0.0667,0.0,1.0,0.3333,3.0,unknown,I'm going to go
data\whisper_transcriptions\Fanatic - The Tension 676.txt,kept,,79,0.7876,0.0191,0.0,0.7468,0.0633,4.1519,unknown,"Every nine months, she go to the trash can Babies return them Hookers in my environment Sex fiends surprise how much to click Some prostitutes can't even sell a piece of cooch But four pieces of bread and a can of tuna fish In a schema theme, the hop"
data\whisper_transcriptions\Fanny Kaplan - Edemov Sad 133479.txt,dropped,boilerplate_or_non_lyrics,12,0.7108,0.1084,0.0,0.5,0.3333,4.25,unknown,"Welcome to the podcast, I'm your host, I'm your host, I'm your host, I'm your host,"
data\whisper_transcriptions\Fast Freddie Fourier and the Transforms - Sleeping Beauty 65893.txt,kept,,67,0.7726,0.0218,0.0,0.7164,0.0597,3.7313,unknown,"Awaken by one true kiss from one true prince That's the one true witch who heard it And this meanwhile could barely smile Since Bell gave up on him and where'd another To be, to have the big tree And no sense, no sense at all, no logic These matters "
data\whisper_transcriptions\Feelings - Name Droppers Of The World Unite 71715.txt,kept,,40,0.7686,0.0218,0.0087,0.8,0.075,4.275,unknown,Let me jump the fire I cannot dance when I'm not wasted I'm now on the roadside People drinking up the view When will you believe me God is a policeman Man I can't give 31 papers You turn around even when you're over I can't give
data\whisper_transcriptions\Fever Dream - Befall 86443.txt,kept,,47,0.7188,0.0536,0.0,0.7021,0.1064,3.3191,unknown,"I'm not gonna take you back, no part of my life This is amazing, there's a new care There's a lot of times on the world that we can I'm not sure if we can, but we are in, in it, right far I'm not sure if we can, but we can't"
data\whisper_transcriptions\Fields Ohio - Jaguar Witch 111460.txt,dropped,too_short(<6_words),4,0.7391,0.1304,0.0,1.0,0.25,3.75,unknown,mówiąc music Thank you.
data\whisper_transcriptions\Fields Ohio - Neon Hippies 126602.txt,dropped,too_short(<6_words),4,0.7895,0.0526,0.0,1.0,0.25,4.0,unknown,We're going to fall
data\whisper_transcriptions\Fields Ohio - Strange Things Will Happen on Interstate 70 82881.txt,kept,,7,0.7778,0.0556,0.0,1.0,0.1429,4.1429,unknown,puzzle is music We'll be right back.
data\whisper_transcriptions\Fields Ohio - The Taylor Swift Capitalist Death Cult 126601.txt,dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,4.0,unknown,We'll be right back.
data\whisper_transcriptions\Fields Ohio - Urban Coyote 126605.txt,dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,4.0,unknown,We'll be right back.
data\whisper_transcriptions\Fields Ohio - Wolf Dunes 126608.txt,dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,4.0,unknown,We'll be right back.
data\whisper_transcriptions\Fierbinteanu - Anger Lavanda 111367.txt,kept,,12,0.8167,0.0,0.0,1.0,0.0833,4.0833,unknown,Beauty with visions ongoing It was nice of you to include me
data\whisper_transcriptions\Fierbinteanu - Chinese Sister 111368.txt,kept,,17,0.7927,0.0,0.0,0.3529,0.1765,3.7647,unknown,You choose me for dance and I choose you for dance and you choose me for dance and
data\whisper_transcriptions\Fierbinteanu - Did You Miss Me 111371.txt,kept,,18,0.7959,0.0,0.0,1.0,0.0556,4.1667,unknown,I saw you in Berlin Selling funds to make a dime War with a awesome gym Drinking shot on high wind
data\whisper_transcriptions\Fierbinteanu - Disco 111372.txt,kept,,29,0.7748,0.0265,0.0,0.6552,0.1034,4.1034,unknown,We'll get a message through the rhymes of this song You will get a message if you'll come to sing along It's time to sing along It's time to sing along
data\whisper_transcriptions\Fierbinteanu - Fire 111375.txt,dropped,boilerplate_or_non_lyrics,4,0.8261,0.0435,0.0,1.0,0.25,4.75,unknown,Welcome to the podcast.
data\whisper_transcriptions\Fierbinteanu - Gold 111376.txt,kept,,13,0.7794,0.0441,0.0,0.8462,0.2308,4.0769,unknown,Do you still believe in fairies? Are you blind? How come you refuse?
data\whisper_transcriptions\Fierbinteanu - I Want to Reach the Stars With You 111377.txt,kept,,23,0.7768,0.0268,0.0,0.8696,0.087,3.8261,unknown,If you don't bring pinkrieg and you have your sales soul! Ljsk of kpop The only one is the magic of Santa Maria!
data\whisper_transcriptions\Fierbinteanu - Killing Me With Your Love 111379.txt,kept,,19,0.7778,0.0303,0.0,0.9474,0.1053,4.1053,unknown,"You know we're gonna get even, no matter what you say It's been seven years of madness and I cannot"
data\whisper_transcriptions\Fierbinteanu - Modest Valhala 111385.txt,kept,,35,0.7299,0.0747,0.0,0.4857,0.1714,3.7429,unknown,"You don't know what love is, take it or leave it, day after day, you've been chasing away, she'll, don't know what love is, take it or leave it, day after day, day after day,"
data\whisper_transcriptions\Fierbinteanu - Monsterina 111386.txt,kept,,15,0.7959,0.051,0.0,0.6667,0.2667,5.1333,unknown,"And I will stop you with play the ads Playing, looking, playing, looking Playing, looking, playing"
data\whisper_transcriptions\Fierbinteanu - Negotiable Start 111387.txt,kept,,17,0.7816,0.0115,0.0,0.8824,0.1176,3.9412,unknown,Upstairs are hell full of friends This is a time This is a place Where you can't let go
data\whisper_transcriptions\Fierbinteanu - No Knights In Armour 111388.txt,kept,,42,0.7822,0.0178,0.0,0.6905,0.0952,4.0952,unknown,"And you sit out and in, in between What else should I try to make you feel a little better? What else should I do for you when nothing else matters? What else should I say right or right or whatever? Never ever leave me alone"
data\whisper_transcriptions\Fierbinteanu - One Day 111389.txt,dropped,low_token_diversity,65,0.7347,0.07,0.0058,0.3077,0.3385,3.5692,unknown,One day I'll wait for another day I'll wait for another day I'll wait I'll wait I'll wait I'll wait I'll wait I'll wait I'll wait I'll wait I'll wait I'll wait I'll wait I'll wait I'll wait I'll wait I'll wait I'll wait I'll wait I'll wait I'll wait 
data\whisper_transcriptions\Fierbinteanu - Ramirez 111391.txt,kept,,6,0.8333,0.0,0.0,1.0,0.1667,4.1667,unknown,Instant change out of the blue
data\whisper_transcriptions\Fierbinteanu - Sumatran Tiger 111392.txt,kept,,46,0.6857,0.0952,0.0,0.5,0.3478,3.1522,unknown,"In order to succeed you have to lose control Come on, come on, come on, come on Sometimes it's hard when you're out of love Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh And you got a new world"
data\whisper_transcriptions\Fierbinteanu - Sweet Punx 111393.txt,kept,,12,0.7541,0.0492,0.0,0.6667,0.25,3.8333,unknown,standing in the room in the room traveling 좋아요 and on the way
"data\whisper_transcriptions\Fierbinteanu - Thank You, Mr. Spot 111394.txt",dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,3.75,unknown,"Thank you, Mr. Sport"
data\whisper_transcriptions\Fierbinteanu - The Beast Is A Computer In Luxemburg 111395.txt,kept,,40,0.7243,0.0486,0.0,0.6,0.125,3.325,unknown,"Well, well, well, well I never lied to you Guess you know it's true Can't you see? And what else can I do To spend some time with you Set me free Do it, do it, do it, do it I never lied"
data\whisper_transcriptions\Fierbinteanu - The Cop 111396.txt,kept,,10,0.8493,0.0,0.0,0.7,0.2,6.0,unknown,And the warning comes I want everything forever I want everything forever
data\whisper_transcriptions\Fierbinteanu - Think I Fall In Love 111397.txt,kept,,6,0.7931,0.0,0.0,1.0,0.1667,3.6667,unknown,Think I fall in love with her
data\whisper_transcriptions\Fierbinteanu - TX12NO1 111398.txt,kept,,28,0.777,0.0216,0.0,0.8929,0.0714,3.8571,unknown,"How could this be? It felt like summer came undone You said it takes one to know one And then you turn around saying, it's not a good thing"
data\whisper_transcriptions\Fierbinteanu - Unaware 111399.txt,kept,,38,0.7843,0.0,0.0245,0.8947,0.0789,4.2105,unknown,In your town Given the smiles and the pets that you gave him last night Flavor 11 she shines as you close yourself wide You try to forge this for 200 million times Raging to sorrow from maxi glass windows
data\whisper_transcriptions\Fierbinteanu - Unaware _111399_.txt,kept,,36,0.7822,0.005,0.0248,0.9167,0.0833,4.3611,unknown,"In your town Given the smiles and the bites that you gave him last night Flavor 11, she shines as you close yourself wide You tried to forge this for 200 million times Raging trissur from a glass window"
data\whisper_transcriptions\Fierbinteanu - Vegas 111400.txt,kept,,8,0.8136,0.0339,0.0,0.5,0.25,6.0,unknown,You'd believe I never thought You'd believe I never thought
data\whisper_transcriptions\Fierbinteanu - We Wanna Change The World 111401.txt,kept,,24,0.7672,0.0259,0.0,0.5417,0.2083,3.6667,unknown,"We want to change the world And when she walks, she walks And when she talks, she talks, she talks I want you all to"
data\whisper_transcriptions\Fierbinteanu - Yvelines 111402.txt,kept,,27,0.7647,0.0327,0.0,0.8889,0.0741,4.0,unknown,"D-D-V D-D-V I saw windows sliding just to keep us from the storm Even though it may be, I will keep on hanging on And I know it sounds like cheap sarcasm"
data\whisper_transcriptions\File Under Toner - fahr far fun 38893.txt,dropped,boilerplate_or_non_lyrics,4,0.8261,0.0435,0.0,1.0,0.25,4.75,unknown,Welcome to the podcast.
data\whisper_transcriptions\File Under Toner - favorites 38880.txt,dropped,boilerplate_or_non_lyrics,4,0.8261,0.0435,0.0,1.0,0.25,4.75,unknown,Welcome to the podcast.
data\whisper_transcriptions\File Under Toner - fly me to the moon 38899.txt,dropped,boilerplate_or_non_lyrics,4,0.8261,0.0435,0.0,1.0,0.25,4.75,unknown,Welcome to the podcast.
data\whisper_transcriptions\File Under Toner - howlin' wolf 38895.txt,dropped,boilerplate_or_non_lyrics,4,0.8261,0.0435,0.0,1.0,0.25,4.75,unknown,Welcome to the podcast.
data\whisper_transcriptions\File Under Toner - party 38888.txt,dropped,boilerplate_or_non_lyrics,4,0.8261,0.0435,0.0,1.0,0.25,4.75,unknown,Welcome to the podcast.
data\whisper_transcriptions\File Under Toner - pink remedy 38911.txt,kept,,19,0.8091,0.0182,0.0,0.9474,0.1053,4.6316,unknown,"Themen Thankfully, the Teacher Might need help Appreciate it How can I help them that pose is rough Thank you."
